intent_id,beneficiary_id,fps_id,cycle,rice_quantity_kg,wheat_quantity_kg,total_quantity_kg,collection_mode,submitted_at,status
INT-0012352,BEN-002628,FPS-0476,2026-02,6,4,10,SELF,2026-02-16T11:00:00,SUBMITTED
INT-0012353,BEN-000110,FPS-0437,2026-02,15,10,25,SELF,2026-02-18T15:31:00,SUBMITTED
INT-0012354,BEN-006675,FPS-0333,2026-02,17,13,30,AUTHORIZED_PERSON,2026-02-07T16:47:00,SUBMITTED
INT-0012355,BEN-006223,FPS-0567,2026-02,20,15,35,AUTHORIZED_PERSON,2026-02-15T14:30:00,SUBMITTED
INT-0012356,BEN-001765,FPS-0287,2026-02,12,8,20,AUTHORIZED_PERSON,2026-02-09T15:42:00,SUBMITTED
INT-0012357,BEN-006355,FPS-0461,2026-02,6,4,10,AUTHORIZED_PERSON,2026-02-14T14:06:00,SUBMITTED
INT-0012358,BEN-001916,FPS-0563,2026-02,9,6,15,AUTHORIZED_PERSON,2026-02-14T15:13:00,SUBMITTED
INT-0012359,BEN-008896,FPS-0482,2026-02,5,4,9,AUTHORIZED_PERSON,2026-02-18T15:27:00,SUBMITTED
INT-0012360,BEN-002541,FPS-0266,2026-02,15,10,25,AUTHORIZED_PERSON,2026-02-18T08:57:00,CANCELLED
INT-0012361,BEN-009101,FPS-0205,2026-02,16,9,25,AUTHORIZED_PERSON,2026-02-18T09:43:00,SUBMITTED
INT-0012362,BEN-003177,FPS-0323,2026-02,5,4,9,SELF,2026-02-15T19:26:00,SUBMITTED
INT-0012363,BEN-009718,FPS-0376,2026-02,13,7,20,AUTHORIZED_PERSON,2026-02-15T17:08:00,SUBMITTED
INT-0012364,BEN-000312,FPS-0232,2026-02,20,15,35,SELF,2026-02-07T09:25:00,SUBMITTED
INT-0012365,BEN-005670,FPS-0009,2026-02,20,12,32,AUTHORIZED_PERSON,2026-02-05T08:31:00,SUBMITTED
INT-0012366,BEN-009283,FPS-0255,2026-02,10,6,16,AUTHORIZED_PERSON,2026-02-07T17:13:00,SUBMITTED
INT-0012367,BEN-000686,FPS-0132,2026-02,7,5,12,AUTHORIZED_PERSON,2026-02-10T16:36:00,CANCELLED
INT-0012368,BEN-006415,FPS-0023,2026-02,7,5,12,AUTHORIZED_PERSON,2026-02-09T19:23:00,SUBMITTED
INT-0012369,BEN-000147,FPS-0234,2026-02,6,4,10,AUTHORIZED_PERSON,2026-02-09T08:45:00,SUBMITTED
INT-0012370,BEN-002675,FPS-0246,2026-02,17,15,32,AUTHORIZED_PERSON,2026-02-12T13:43:00,SUBMITTED
INT-0012371,BEN-004239,FPS-0434,2026-02,3,2,5,AUTHORIZED_PERSON,2026-02-08T19:45:00,SUBMITTED
INT-0012372,BEN-002160,FPS-0348,2026-02,9,5,14,AUTHORIZED_PERSON,2026-02-09T14:49:00,SUBMITTED
INT-0012373,BEN-003902,FPS-0424,2026-02,16,9,25,SELF,2026-02-19T15:29:00,SUBMITTED
INT-0012374,BEN-007037,FPS-0572,2026-02,10,6,16,AUTHORIZED_PERSON,2026-02-11T10:35:00,SUBMITTED
INT-0012375,BEN-002089,FPS-0049,2026-02,6,4,10,SELF,2026-02-14T18:43:00,SUBMITTED
INT-0012376,BEN-007409,FPS-0481,2026-02,16,12,28,SELF,2026-02-18T08:40:00,SUBMITTED
INT-0012377,BEN-003551,FPS-0384,2026-02,15,10,25,SELF,2026-02-06T09:02:00,SUBMITTED
INT-0012378,BEN-008888,FPS-0471,2026-02,9,6,15,AUTHORIZED_PERSON,2026-02-15T18:35:00,SUBMITTED
INT-0012379,BEN-008625,FPS-0548,2026-02,10,8,18,AUTHORIZED_PERSON,2026-02-06T18:23:00,SUBMITTED
INT-0012380,BEN-008112,FPS-0418,2026-02,2,2,4,SELF,2026-02-17T18:40:00,SUBMITTED
INT-0012381,BEN-004450,FPS-0420,2026-02,15,10,25,SELF,2026-02-20T16:51:00,SUBMITTED
INT-0012382,BEN-007662,FPS-0475,2026-02,5,3,8,AUTHORIZED_PERSON,2026-02-20T11:51:00,SUBMITTED
INT-0012383,BEN-003816,FPS-0170,2026-02,18,10,28,SELF,2026-02-11T13:57:00,SUBMITTED
INT-0012384,BEN-006162,FPS-0174,2026-02,9,6,15,SELF,2026-02-12T16:12:00,SUBMITTED
INT-0012385,BEN-002931,FPS-0327,2026-02,6,4,10,SELF,2026-02-11T13:49:00,SUBMITTED
INT-0012386,BEN-005184,FPS-0301,2026-02,9,6,15,AUTHORIZED_PERSON,2026-02-07T10:12:00,SUBMITTED
INT-0012387,BEN-002265,FPS-0420,2026-02,14,10,24,AUTHORIZED_PERSON,2026-02-12T12:25:00,SUBMITTED
INT-0012388,BEN-003245,FPS-0162,2026-02,13,9,22,AUTHORIZED_PERSON,2026-02-18T12:12:00,SUBMITTED
INT-0012389,BEN-004322,FPS-0071,2026-02,12,8,20,SELF,2026-02-20T15:51:00,SUBMITTED
INT-0012390,BEN-008463,FPS-0461,2026-02,20,15,35,AUTHORIZED_PERSON,2026-02-10T18:13:00,SUBMITTED
INT-0012391,BEN-005158,FPS-0047,2026-02,2,2,4,SELF,2026-02-13T19:29:00,SUBMITTED
INT-0012392,BEN-008814,FPS-0335,2026-02,6,4,10,SELF,2026-02-10T13:10:00,SUBMITTED
INT-0012393,BEN-006738,FPS-0541,2026-02,5,3,8,SELF,2026-02-18T17:38:00,SUBMITTED
INT-0012394,BEN-006469,FPS-0105,2026-02,14,10,24,SELF,2026-02-05T15:39:00,SUBMITTED
INT-0012395,BEN-009897,FPS-0439,2026-02,9,6,15,AUTHORIZED_PERSON,2026-02-06T09:21:00,SUBMITTED
INT-0012396,BEN-000124,FPS-0278,2026-02,14,11,25,AUTHORIZED_PERSON,2026-02-07T18:58:00,SUBMITTED
INT-0012397,BEN-001733,FPS-0024,2026-02,16,9,25,AUTHORIZED_PERSON,2026-02-13T16:35:00,SUBMITTED
INT-0012398,BEN-005384,FPS-0464,2026-02,14,10,24,SELF,2026-02-17T12:52:00,SUBMITTED
INT-0012399,BEN-007562,FPS-0208,2026-02,12,8,20,AUTHORIZED_PERSON,2026-02-06T14:17:00,SUBMITTED
INT-0012400,BEN-004500,FPS-0361,2026-02,7,5,12,SELF,2026-02-16T10:37:00,SUBMITTED
INT-0012401,BEN-000695,FPS-0100,2026-02,4,3,7,SELF,2026-02-11T08:17:00,SUBMITTED
INT-0012402,BEN-001088,FPS-0078,2026-02,2,1,3,AUTHORIZED_PERSON,2026-02-11T13:17:00,SUBMITTED
INT-0012403,BEN-005767,FPS-0563,2026-02,17,13,30,SELF,2026-02-13T11:10:00,SUBMITTED
INT-0012404,BEN-007155,FPS-0491,2026-02,7,3,10,SELF,2026-02-12T09:53:00,SUBMITTED
INT-0012405,BEN-009328,FPS-0368,2026-02,6,4,10,SELF,2026-02-13T11:06:00,CANCELLED
INT-0012406,BEN-009380,FPS-0553,2026-02,3,2,5,SELF,2026-02-06T12:23:00,CANCELLED
INT-0012407,BEN-005750,FPS-0519,2026-02,12,10,22,AUTHORIZED_PERSON,2026-02-15T14:28:00,SUBMITTED
INT-0012408,BEN-000921,FPS-0555,2026-02,10,6,16,AUTHORIZED_PERSON,2026-02-18T11:47:00,SUBMITTED
INT-0012409,BEN-003216,FPS-0161,2026-02,13,8,21,SELF,2026-02-15T17:46:00,SUBMITTED
INT-0012410,BEN-002745,FPS-0246,2026-02,11,8,19,AUTHORIZED_PERSON,2026-02-11T18:31:00,SUBMITTED
INT-0012411,BEN-003617,FPS-0248,2026-02,17,12,29,AUTHORIZED_PERSON,2026-02-09T09:15:00,SUBMITTED
INT-0012412,BEN-003110,FPS-0060,2026-02,6,6,12,AUTHORIZED_PERSON,2026-02-19T17:33:00,SUBMITTED
INT-0012413,BEN-009722,FPS-0502,2026-02,18,11,29,SELF,2026-02-16T12:51:00,SUBMITTED
INT-0012414,BEN-005376,FPS-0070,2026-02,2,2,4,AUTHORIZED_PERSON,2026-02-14T08:33:00,SUBMITTED
INT-0012415,BEN-008135,FPS-0317,2026-02,14,11,25,AUTHORIZED_PERSON,2026-02-15T16:30:00,SUBMITTED
INT-0012416,BEN-007241,FPS-0028,2026-02,16,9,25,SELF,2026-02-19T13:26:00,SUBMITTED
INT-0012417,BEN-005692,FPS-0168,2026-02,10,6,16,AUTHORIZED_PERSON,2026-02-14T15:43:00,SUBMITTED
INT-0012418,BEN-009358,FPS-0125,2026-02,6,4,10,AUTHORIZED_PERSON,2026-02-08T09:24:00,SUBMITTED
INT-0012419,BEN-002057,FPS-0432,2026-02,21,14,35,SELF,2026-02-16T17:40:00,SUBMITTED
INT-0012420,BEN-001129,FPS-0375,2026-02,16,9,25,AUTHORIZED_PERSON,2026-02-13T18:44:00,SUBMITTED
INT-0012421,BEN-000602,FPS-0335,2026-02,21,14,35,AUTHORIZED_PERSON,2026-02-14T18:53:00,SUBMITTED
INT-0012422,BEN-000008,FPS-0029,2026-02,3,2,5,AUTHORIZED_PERSON,2026-02-16T16:17:00,SUBMITTED
INT-0012423,BEN-002435,FPS-0352,2026-02,7,5,12,SELF,2026-02-09T16:55:00,SUBMITTED
INT-0012424,BEN-002447,FPS-0268,2026-02,20,15,35,SELF,2026-02-15T17:04:00,SUBMITTED
INT-0012425,BEN-009010,FPS-0436,2026-02,11,7,18,AUTHORIZED_PERSON,2026-02-09T13:03:00,SUBMITTED
INT-0012426,BEN-005123,FPS-0588,2026-02,17,13,30,SELF,2026-02-10T15:15:00,SUBMITTED
INT-0012427,BEN-006544,FPS-0261,2026-02,11,9,20,SELF,2026-02-19T13:45:00,SUBMITTED
INT-0012428,BEN-008457,FPS-0097,2026-02,10,7,17,SELF,2026-02-19T16:51:00,SUBMITTED
INT-0012429,BEN-003614,FPS-0263,2026-02,6,4,10,AUTHORIZED_PERSON,2026-02-10T14:58:00,SUBMITTED
INT-0012430,BEN-003140,FPS-0548,2026-02,13,7,20,SELF,2026-02-18T13:38:00,SUBMITTED
INT-0012431,BEN-001062,FPS-0329,2026-02,3,2,5,AUTHORIZED_PERSON,2026-02-11T09:07:00,SUBMITTED
INT-0012432,BEN-002998,FPS-0092,2026-02,3,2,5,AUTHORIZED_PERSON,2026-02-14T12:40:00,SUBMITTED
INT-0012433,BEN-008279,FPS-0414,2026-02,12,7,19,SELF,2026-02-17T12:45:00,SUBMITTED
INT-0012434,BEN-004928,FPS-0016,2026-02,8,7,15,SELF,2026-02-17T15:00:00,SUBMITTED
INT-0012435,BEN-001061,FPS-0178,2026-02,13,8,21,SELF,2026-02-08T11:34:00,SUBMITTED
INT-0012436,BEN-001526,FPS-0075,2026-02,23,12,35,SELF,2026-02-10T14:48:00,SUBMITTED
INT-0012437,BEN-009334,FPS-0412,2026-02,4,3,7,SELF,2026-02-20T16:45:00,SUBMITTED
INT-0012438,BEN-002524,FPS-0233,2026-02,13,8,21,AUTHORIZED_PERSON,2026-02-15T18:35:00,SUBMITTED
INT-0012439,BEN-005967,FPS-0115,2026-02,6,6,12,AUTHORIZED_PERSON,2026-02-16T10:34:00,SUBMITTED
INT-0012440,BEN-008523,FPS-0494,2026-02,12,8,20,AUTHORIZED_PERSON,2026-02-19T11:21:00,SUBMITTED
INT-0012441,BEN-008834,FPS-0123,2026-02,13,7,20,AUTHORIZED_PERSON,2026-02-12T11:28:00,SUBMITTED
INT-0012442,BEN-002833,FPS-0512,2026-02,6,4,10,AUTHORIZED_PERSON,2026-02-18T18:57:00,SUBMITTED
INT-0012443,BEN-003016,FPS-0265,2026-02,7,5,12,SELF,2026-02-15T11:04:00,SUBMITTED
INT-0012444,BEN-007926,FPS-0269,2026-02,5,3,8,AUTHORIZED_PERSON,2026-02-08T11:11:00,SUBMITTED
INT-0012445,BEN-001165,FPS-0088,2026-02,13,7,20,AUTHORIZED_PERSON,2026-02-19T13:16:00,SUBMITTED
INT-0012446,BEN-000775,FPS-0010,2026-02,4,3,7,SELF,2026-02-20T15:13:00,SUBMITTED
INT-0012447,BEN-003298,FPS-0050,2026-02,8,7,15,SELF,2026-02-10T15:25:00,SUBMITTED
INT-0012448,BEN-001477,FPS-0405,2026-02,15,10,25,AUTHORIZED_PERSON,2026-02-06T18:06:00,SUBMITTED
INT-0012449,BEN-003707,FPS-0220,2026-02,12,8,20,AUTHORIZED_PERSON,2026-02-07T18:31:00,SUBMITTED
INT-0012450,BEN-009048,FPS-0270,2026-02,6,4,10,AUTHORIZED_PERSON,2026-02-13T16:49:00,SUBMITTED
INT-0012451,BEN-009254,FPS-0027,2026-02,10,5,15,AUTHORIZED_PERSON,2026-02-19T19:17:00,SUBMITTED
INT-0012452,BEN-002294,FPS-0492,2026-02,20,15,35,SELF,2026-02-05T13:27:00,SUBMITTED
INT-0012453,BEN-005177,FPS-0513,2026-02,16,13,29,AUTHORIZED_PERSON,2026-02-06T17:50:00,SUBMITTED
INT-0012454,BEN-001835,FPS-0353,2026-02,8,6,14,AUTHORIZED_PERSON,2026-02-09T16:39:00,SUBMITTED
INT-0012455,BEN-003208,FPS-0267,2026-02,13,7,20,SELF,2026-02-20T13:37:00,SUBMITTED
INT-0012456,BEN-008116,FPS-0090,2026-02,21,14,35,AUTHORIZED_PERSON,2026-02-19T15:34:00,SUBMITTED
INT-0012457,BEN-007667,FPS-0474,2026-02,6,6,12,SELF,2026-02-06T17:50:00,SUBMITTED
INT-0012458,BEN-000900,FPS-0326,2026-02,13,7,20,SELF,2026-02-18T19:57:00,SUBMITTED
INT-0012459,BEN-000029,FPS-0280,2026-02,6,5,11,SELF,2026-02-16T18:59:00,SUBMITTED
INT-0012460,BEN-004362,FPS-0326,2026-02,15,10,25,SELF,2026-02-11T14:50:00,SUBMITTED
INT-0012461,BEN-007277,FPS-0161,2026-02,15,11,26,AUTHORIZED_PERSON,2026-02-11T09:25:00,SUBMITTED
INT-0012462,BEN-005180,FPS-0283,2026-02,9,6,15,AUTHORIZED_PERSON,2026-02-07T13:11:00,SUBMITTED
INT-0012463,BEN-005043,FPS-0436,2026-02,17,12,29,AUTHORIZED_PERSON,2026-02-05T14:56:00,SUBMITTED
INT-0012464,BEN-005418,FPS-0567,2026-02,10,5,15,SELF,2026-02-20T17:30:00,SUBMITTED
INT-0012465,BEN-005769,FPS-0347,2026-02,20,15,35,SELF,2026-02-18T14:43:00,SUBMITTED
INT-0012466,BEN-003045,FPS-0236,2026-02,17,13,30,AUTHORIZED_PERSON,2026-02-16T15:20:00,SUBMITTED
INT-0012467,BEN-002201,FPS-0476,2026-02,11,7,18,SELF,2026-02-19T08:23:00,SUBMITTED
INT-0012468,BEN-002041,FPS-0126,2026-02,9,6,15,AUTHORIZED_PERSON,2026-02-16T12:12:00,SUBMITTED
INT-0012469,BEN-000481,FPS-0338,2026-02,12,8,20,AUTHORIZED_PERSON,2026-02-07T09:07:00,SUBMITTED
INT-0012470,BEN-007475,FPS-0233,2026-02,8,5,13,AUTHORIZED_PERSON,2026-02-07T17:30:00,SUBMITTED
INT-0012471,BEN-004302,FPS-0384,2026-02,9,6,15,AUTHORIZED_PERSON,2026-02-09T11:33:00,SUBMITTED
INT-0012472,BEN-007954,FPS-0567,2026-02,10,6,16,AUTHORIZED_PERSON,2026-02-13T11:41:00,SUBMITTED
INT-0012473,BEN-007108,FPS-0316,2026-02,2,2,4,AUTHORIZED_PERSON,2026-02-20T09:25:00,SUBMITTED
INT-0012474,BEN-003035,FPS-0285,2026-02,10,6,16,AUTHORIZED_PERSON,2026-02-09T08:52:00,SUBMITTED
INT-0012475,BEN-004075,FPS-0175,2026-02,18,10,28,AUTHORIZED_PERSON,2026-02-12T13:57:00,SUBMITTED
INT-0012476,BEN-006792,FPS-0523,2026-02,2,2,4,AUTHORIZED_PERSON,2026-02-08T15:14:00,SUBMITTED
INT-0012477,BEN-000631,FPS-0599,2026-02,16,11,27,SELF,2026-02-09T12:48:00,SUBMITTED
INT-0012478,BEN-008867,FPS-0590,2026-02,23,12,35,AUTHORIZED_PERSON,2026-02-06T11:34:00,SUBMITTED
INT-0012479,BEN-004326,FPS-0559,2026-02,18,9,27,SELF,2026-02-05T13:15:00,SUBMITTED
INT-0012480,BEN-008208,FPS-0308,2026-02,6,4,10,SELF,2026-02-09T13:03:00,SUBMITTED
INT-0012481,BEN-001022,FPS-0196,2026-02,15,10,25,AUTHORIZED_PERSON,2026-02-16T14:53:00,SUBMITTED
INT-0012482,BEN-001775,FPS-0252,2026-02,12,8,20,SELF,2026-02-06T14:48:00,SUBMITTED
INT-0012483,BEN-002532,FPS-0409,2026-02,8,6,14,SELF,2026-02-07T08:33:00,SUBMITTED
INT-0012484,BEN-006875,FPS-0291,2026-02,17,10,27,SELF,2026-02-07T18:07:00,SUBMITTED
INT-0012485,BEN-006785,FPS-0144,2026-02,8,5,13,AUTHORIZED_PERSON,2026-02-13T10:06:00,SUBMITTED
INT-0012486,BEN-009224,FPS-0063,2026-02,18,11,29,AUTHORIZED_PERSON,2026-02-20T08:06:00,SUBMITTED
INT-0012487,BEN-007360,FPS-0094,2026-02,21,14,35,AUTHORIZED_PERSON,2026-02-15T09:51:00,SUBMITTED
INT-0012488,BEN-003914,FPS-0005,2026-02,18,14,32,AUTHORIZED_PERSON,2026-02-09T16:02:00,SUBMITTED
INT-0012489,BEN-003678,FPS-0346,2026-02,7,4,11,SELF,2026-02-18T16:33:00,SUBMITTED
INT-0012490,BEN-001042,FPS-0511,2026-02,10,7,17,AUTHORIZED_PERSON,2026-02-19T16:35:00,SUBMITTED
INT-0012491,BEN-001385,FPS-0317,2026-02,10,9,19,SELF,2026-02-12T11:29:00,SUBMITTED
INT-0012492,BEN-009218,FPS-0260,2026-02,2,2,4,SELF,2026-02-12T09:20:00,SUBMITTED
INT-0012493,BEN-009187,FPS-0539,2026-02,21,14,35,AUTHORIZED_PERSON,2026-02-13T10:15:00,SUBMITTED
INT-0012494,BEN-000977,FPS-0374,2026-02,9,6,15,AUTHORIZED_PERSON,2026-02-12T11:22:00,SUBMITTED
INT-0012495,BEN-003372,FPS-0137,2026-02,8,5,13,SELF,2026-02-06T11:00:00,SUBMITTED
INT-0012496,BEN-003118,FPS-0425,2026-02,9,8,17,AUTHORIZED_PERSON,2026-02-08T18:26:00,SUBMITTED
INT-0012497,BEN-008887,FPS-0261,2026-02,2,2,4,AUTHORIZED_PERSON,2026-02-11T13:51:00,SUBMITTED
INT-0012498,BEN-003621,FPS-0328,2026-02,3,2,5,AUTHORIZED_PERSON,2026-02-18T14:48:00,SUBMITTED
INT-0012499,BEN-007069,FPS-0169,2026-02,12,6,18,AUTHORIZED_PERSON,2026-02-08T09:13:00,SUBMITTED
INT-0012500,BEN-008155,FPS-0581,2026-02,5,4,9,SELF,2026-02-20T19:27:00,SUBMITTED
INT-0012501,BEN-002102,FPS-0522,2026-02,11,9,20,SELF,2026-02-09T09:32:00,SUBMITTED
INT-0012502,BEN-002862,FPS-0172,2026-02,6,4,10,AUTHORIZED_PERSON,2026-02-10T10:12:00,SUBMITTED
INT-0012503,BEN-000562,FPS-0019,2026-02,12,6,18,AUTHORIZED_PERSON,2026-02-17T10:43:00,SUBMITTED
INT-0012504,BEN-004340,FPS-0078,2026-02,11,9,20,SELF,2026-02-07T16:47:00,SUBMITTED
INT-0012505,BEN-001794,FPS-0010,2026-02,13,7,20,SELF,2026-02-20T12:48:00,SUBMITTED
INT-0012506,BEN-009850,FPS-0034,2026-02,15,12,27,SELF,2026-02-15T11:30:00,SUBMITTED
INT-0012507,BEN-002366,FPS-0046,2026-02,12,8,20,SELF,2026-02-12T15:13:00,SUBMITTED
INT-0012508,BEN-008301,FPS-0440,2026-02,12,6,18,SELF,2026-02-18T14:22:00,SUBMITTED
INT-0012509,BEN-004610,FPS-0095,2026-02,15,9,24,AUTHORIZED_PERSON,2026-02-20T09:07:00,SUBMITTED
INT-0012510,BEN-007005,FPS-0086,2026-02,13,7,20,AUTHORIZED_PERSON,2026-02-06T08:06:00,SUBMITTED
INT-0012511,BEN-001876,FPS-0369,2026-02,16,12,28,SELF,2026-02-10T19:25:00,SUBMITTED
INT-0012512,BEN-002277,FPS-0284,2026-02,12,6,18,SELF,2026-02-16T19:37:00,SUBMITTED
INT-0012513,BEN-008072,FPS-0382,2026-02,9,6,15,SELF,2026-02-18T08:29:00,SUBMITTED
INT-0012514,BEN-007753,FPS-0068,2026-02,8,6,14,AUTHORIZED_PERSON,2026-02-13T11:38:00,SUBMITTED
INT-0012515,BEN-007657,FPS-0359,2026-02,10,5,15,AUTHORIZED_PERSON,2026-02-14T17:28:00,SUBMITTED
INT-0012516,BEN-007188,FPS-0162,2026-02,7,4,11,AUTHORIZED_PERSON,2026-02-18T14:25:00,SUBMITTED
INT-0012517,BEN-006741,FPS-0348,2026-02,20,15,35,SELF,2026-02-15T18:14:00,SUBMITTED
INT-0012518,BEN-003288,FPS-0562,2026-02,17,13,30,AUTHORIZED_PERSON,2026-02-18T12:19:00,SUBMITTED
INT-0012519,BEN-004348,FPS-0143,2026-02,8,7,15,AUTHORIZED_PERSON,2026-02-15T13:29:00,SUBMITTED
INT-0012520,BEN-003846,FPS-0527,2026-02,2,2,4,SELF,2026-02-12T18:22:00,SUBMITTED
INT-0012521,BEN-007971,FPS-0050,2026-02,10,6,16,AUTHORIZED_PERSON,2026-02-07T14:17:00,SUBMITTED
INT-0012522,BEN-006290,FPS-0182,2026-02,22,13,35,AUTHORIZED_PERSON,2026-02-11T12:01:00,SUBMITTED
INT-0012523,BEN-006490,FPS-0068,2026-02,14,11,25,AUTHORIZED_PERSON,2026-02-16T15:22:00,SUBMITTED
INT-0012524,BEN-006279,FPS-0044,2026-02,20,13,33,AUTHORIZED_PERSON,2026-02-06T15:01:00,SUBMITTED
INT-0012525,BEN-008542,FPS-0475,2026-02,10,7,17,SELF,2026-02-07T19:33:00,SUBMITTED
INT-0012526,BEN-001166,FPS-0262,2026-02,6,4,10,AUTHORIZED_PERSON,2026-02-12T17:11:00,SUBMITTED
INT-0012527,BEN-000339,FPS-0249,2026-02,9,6,15,AUTHORIZED_PERSON,2026-02-15T13:42:00,SUBMITTED
INT-0012528,BEN-000641,FPS-0353,2026-02,8,6,14,AUTHORIZED_PERSON,2026-02-10T14:00:00,SUBMITTED
INT-0012529,BEN-000052,FPS-0114,2026-02,10,9,19,SELF,2026-02-10T18:15:00,SUBMITTED
INT-0012530,BEN-006561,FPS-0251,2026-02,6,4,10,AUTHORIZED_PERSON,2026-02-08T12:06:00,SUBMITTED
INT-0012531,BEN-000643,FPS-0418,2026-02,5,3,8,AUTHORIZED_PERSON,2026-02-15T17:05:00,SUBMITTED
INT-0012532,BEN-006628,FPS-0509,2026-02,5,4,9,SELF,2026-02-19T08:12:00,SUBMITTED
INT-0012533,BEN-009163,FPS-0485,2026-02,6,4,10,AUTHORIZED_PERSON,2026-02-09T15:10:00,SUBMITTED
INT-0012534,BEN-001881,FPS-0288,2026-02,17,11,28,SELF,2026-02-10T19:51:00,SUBMITTED
INT-0012535,BEN-001179,FPS-0161,2026-02,6,4,10,SELF,2026-02-06T14:34:00,SUBMITTED
INT-0012536,BEN-005271,FPS-0378,2026-02,15,9,24,AUTHORIZED_PERSON,2026-02-20T08:52:00,SUBMITTED
INT-0012537,BEN-006062,FPS-0502,2026-02,20,15,35,SELF,2026-02-15T08:48:00,SUBMITTED
INT-0012538,BEN-002072,FPS-0496,2026-02,6,4,10,AUTHORIZED_PERSON,2026-02-05T12:59:00,SUBMITTED
INT-0012539,BEN-004342,FPS-0173,2026-02,9,5,14,AUTHORIZED_PERSON,2026-02-06T18:10:00,SUBMITTED
INT-0012540,BEN-002529,FPS-0079,2026-02,8,5,13,SELF,2026-02-06T16:00:00,SUBMITTED
INT-0012541,BEN-000859,FPS-0038,2026-02,12,6,18,SELF,2026-02-16T10:05:00,SUBMITTED
INT-0012542,BEN-002676,FPS-0164,2026-02,6,4,10,SELF,2026-02-18T19:01:00,SUBMITTED
INT-0012543,BEN-007850,FPS-0267,2026-02,2,2,4,AUTHORIZED_PERSON,2026-02-13T14:01:00,SUBMITTED
INT-0012544,BEN-009589,FPS-0466,2026-02,7,5,12,SELF,2026-02-18T12:18:00,SUBMITTED
INT-0012545,BEN-007895,FPS-0421,2026-02,20,12,32,SELF,2026-02-11T08:28:00,SUBMITTED
INT-0012546,BEN-000696,FPS-0138,2026-02,9,6,15,AUTHORIZED_PERSON,2026-02-18T09:30:00,SUBMITTED
INT-0012547,BEN-008750,FPS-0490,2026-02,17,11,28,SELF,2026-02-11T15:45:00,SUBMITTED
INT-0012548,BEN-004085,FPS-0473,2026-02,5,3,8,SELF,2026-02-05T14:16:00,SUBMITTED
INT-0012549,BEN-005490,FPS-0206,2026-02,7,4,11,SELF,2026-02-06T09:34:00,SUBMITTED
INT-0012550,BEN-003429,FPS-0012,2026-02,16,11,27,AUTHORIZED_PERSON,2026-02-07T19:26:00,SUBMITTED
INT-0012551,BEN-009770,FPS-0591,2026-02,2,2,4,SELF,2026-02-05T19:18:00,SUBMITTED
INT-0012552,BEN-003482,FPS-0098,2026-02,9,6,15,SELF,2026-02-11T18:11:00,SUBMITTED
INT-0012553,BEN-000707,FPS-0279,2026-02,15,10,25,AUTHORIZED_PERSON,2026-02-14T16:31:00,SUBMITTED
INT-0012554,BEN-007722,FPS-0127,2026-02,2,1,3,SELF,2026-02-08T16:29:00,SUBMITTED
INT-0012555,BEN-005438,FPS-0594,2026-02,5,3,8,AUTHORIZED_PERSON,2026-02-09T10:55:00,SUBMITTED
INT-0012556,BEN-002837,FPS-0352,2026-02,17,10,27,AUTHORIZED_PERSON,2026-02-20T16:55:00,SUBMITTED
INT-0012557,BEN-008249,FPS-0596,2026-02,8,5,13,AUTHORIZED_PERSON,2026-02-16T12:38:00,SUBMITTED
INT-0012558,BEN-007515,FPS-0128,2026-02,8,6,14,AUTHORIZED_PERSON,2026-02-10T13:20:00,SUBMITTED
INT-0012559,BEN-001461,FPS-0272,2026-02,15,10,25,SELF,2026-02-11T15:52:00,SUBMITTED
INT-0012560,BEN-006559,FPS-0595,2026-02,4,3,7,SELF,2026-02-14T13:09:00,SUBMITTED
INT-0012561,BEN-003523,FPS-0413,2026-02,7,4,11,SELF,2026-02-18T19:21:00,CANCELLED
INT-0012562,BEN-005341,FPS-0448,2026-02,13,10,23,AUTHORIZED_PERSON,2026-02-20T13:38:00,SUBMITTED
INT-0012563,BEN-002195,FPS-0327,2026-02,14,11,25,SELF,2026-02-11T08:46:00,SUBMITTED
INT-0012564,BEN-002935,FPS-0436,2026-02,12,8,20,SELF,2026-02-13T09:10:00,SUBMITTED
INT-0012565,BEN-004978,FPS-0115,2026-02,8,5,13,AUTHORIZED_PERSON,2026-02-07T19:59:00,SUBMITTED
INT-0012566,BEN-001612,FPS-0508,2026-02,9,6,15,AUTHORIZED_PERSON,2026-02-14T10:30:00,SUBMITTED
INT-0012567,BEN-006797,FPS-0046,2026-02,15,10,25,AUTHORIZED_PERSON,2026-02-18T16:25:00,SUBMITTED
INT-0012568,BEN-007871,FPS-0500,2026-02,5,4,9,AUTHORIZED_PERSON,2026-02-12T08:43:00,SUBMITTED
INT-0012569,BEN-002614,FPS-0231,2026-02,9,6,15,SELF,2026-02-14T13:57:00,SUBMITTED
INT-0012570,BEN-003703,FPS-0206,2026-02,9,4,13,AUTHORIZED_PERSON,2026-02-19T10:39:00,SUBMITTED
INT-0012571,BEN-009255,FPS-0413,2026-02,12,8,20,AUTHORIZED_PERSON,2026-02-17T08:36:00,SUBMITTED
INT-0012572,BEN-009552,FPS-0183,2026-02,22,13,35,SELF,2026-02-17T16:01:00,SUBMITTED
INT-0012573,BEN-009305,FPS-0154,2026-02,4,3,7,AUTHORIZED_PERSON,2026-02-15T10:38:00,SUBMITTED
